Post Date,Description,Debit,Credit
2/1/2020,Check 1887 Tracer 000000000000000,3889,
2/1/2020,Deposit Bulk/Checks 900.00 Check Count 1 Deposit Number 0000053,,900
1/31/2020,Withdrawal LOW BALANCE FEE,6,
1/31/2020,Check 1884 Tracer 733600000480231,800,
1/31/2020,"Deposit Bulk/Checks 13,592.23 Check Count 1 Deposit Number 0000099",,13592.23
1/31/2020,Withdrawal Cash,100,
1/31/2020,Deposit Bulk/Checks 920.13 Check Count 1 Deposit Number 0000011,,920.13
1/31/2020,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,1987.08,
1/30/2020,Withdrawal ACH ATMOS ENERGY RCR/TYPE: UTIL PYMT ID: 9000000091 CO: ATMOS ENERGY RCR,350.89,
1/29/2020,Check 1883 Tracer 733400000262444,360,
1/29/2020,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,2917.24,
1/29/2020,Withdrawal ACH ON DECK CAPITAL/TYPE: 42611599 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
1/29/2020,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 1832266158 CO: INTUIT FINANCIN,1007,
1/28/2020,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,7679.91,
1/27/2020,"Deposit Bulk/Checks 11,041.56 Check Count 1 Deposit Number 0000076",,11041.56
1/27/2020,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,96.73,
1/27/2020,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,2837.77
1/26/2020,Withdrawal DEBIT CARD/EB RISE AMP SIGN ASL 801-413-7200 CA Date 01/25/20 24492150025717845260551 Card 0718Merchant Category Code: 7399,28.32,
1/24/2020,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 01/24/20 24755420024640242578658 Card 0001Merchant Category Code: 4900,275.27,
1/24/2020,"Deposit Bulk/Checks 2,738.01 Check Count 5 Deposit Number 0000010",,2738.01
1/23/2020,Deposit Bulk/Checks 630.02 Check Count 1 Deposit Number 0000059,,630.02
1/23/2020,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,4.67,
1/23/2020,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,130
1/22/2020,Check 1881 Tracer 732700000363681,528,
1/22/2020,Check 1879 Tracer 732700000362578,581.25,
1/22/2020,Withdrawal ACH ON DECK CAPITAL/TYPE: 42442370 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
1/22/2020,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 1832266158 CO: INTUIT FINANCIN,1007,
1/22/2020,Withdrawal ACH DISCOVER BANK/TYPE: PREARRANGE ID: 6510020271 DATA: DC FINOUT DPLSVCPAY CO: DISCOVER BANK,656.2,
1/21/2020,Deposit Bulk/Checks 671.15 Check Count 1 Deposit Number 0000044,,671.15
1/21/2020,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,49.61,
1/21/2020,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1451.73
1/18/2020,Withdrawal Transfer To Loan 00,200,
1/17/2020,Check 1880 Tracer 732200000530640,1280,
1/17/2020,"Deposit Bulk/Checks 2,922.75 Check Count 1 Deposit Number 0000036",,2922.75
1/17/2020,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
1/15/2020,Withdrawal ACH ON DECK CAPITAL/TYPE: 42280997 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
1/15/2020,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 1832266158 CO: INTUIT FINANCIN,1007,
1/15/2020,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
1/15/2020,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,50.74,
1/14/2020,"Deposit Bulk/Checks 7,482.09 Check Count 4 Deposit Number 0000045",,7482.09
1/14/2020,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,174.25,
1/13/2020,Check 1872 Tracer 731800000485908,830,
1/13/2020,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,1211.92,
1/13/2020,Withdrawal ACH WELLS FARGO BANK/TYPE: WFB ID: WFRETAIL01 DATA: 15:OTISRSF CO: WELLS FARGO BANK,972.3,
1/13/2020,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,488.55,
1/8/2020,Withdrawal ACH ON DECK CAPITAL/TYPE: 42112725 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
1/8/2020,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 1832266158 CO: INTUIT FINANCIN,1007,
1/8/2020,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,105.23,
1/8/2020,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 4250598210 CO: AMERICAN GEN LIF,60.11,
1/8/2020,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,3611.22
1/7/2020,Check 1873 Tracer 731200000401047,854,
1/7/2020,Check 1869 Tracer 731200000403987,961,
1/7/2020,Recurring Withdrawal Bill Payment - #000729100805/BP FARMERS INS BILLING 877-327-6392 CA Card 0001 Merchant Category Code: 5960,672.97,
1/7/2020,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,1029.12,
1/6/2020,Check 1878 Tracer 731100000497479,1050,
1/6/2020,Check 1877 Tracer 731100000498116,850,
1/6/2020,Check 1875 Tracer 731100000495570,1224,
1/6/2020,Check 1868 Tracer 731100000498020,250,
1/6/2020,Deposit Bulk/Checks 920.13 Check Count 1 Deposit Number 0000028,,920.13
1/6/2020,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.53,
1/6/2020,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,216.5
1/3/2020,Check 1871 Tracer 730800000592961,1536,
1/3/2020,Check 1870 Tracer 730800000592345,570,
1/3/2020,Check 1876 Tracer 000000000000000,3335,
1/3/2020,Check 1874 Tracer 000000000000000,3830,
1/3/2020,"Deposit Bulk/Checks 16,269.01 Check Count 1 Deposit Number 0000057",,16269.01
1/3/2020,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,9.54,
1/3/2020,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,311.76
1/3/2020,Uncollected Fee/Due since 01/02/20 - Courtesy Pay-ACH,34,
1/2/2020,"Deposit Bulk/Checks 3,043.17 Check Count 3 Deposit Number 0000071",,3043.17
1/2/2020,Withdrawal ACH ON DECK CAPITAL/TYPE: 41934459 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
1/2/2020,Deposit Transfer From Loan 00,,313.66
1/2/2020,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 1832266158 CO: INTUIT FINANCIN,1007,
1/2/2020,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
12/31/2019,Withdrawal TRANSACTION FEES,1.7,
12/31/2019,Withdrawal LOW BALANCE FEE,6,
12/31/2019,"Deposit Bulk/Checks 2,435.63 Check Count 1 Deposit Number 0000016",,2435.63
12/31/2019,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,1884.21,
12/28/2019,"Deposit Bulk/Checks 1,786.13 Check Count 1 Deposit Number 0000028",,1786.13
12/27/2019,Withdrawal ACH ATMOS ENERGY RCR/TYPE: UTIL PYMT ID: 9000000091 CO: ATMOS ENERGY RCR,318.55,
12/26/2019,Deposit Bulk/Checks 900.00 Check Count 1 Deposit Number 0000023,,900
12/26/2019,Check 1867 Tracer 729800000003005,300,
12/26/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 41772334 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
12/26/2019,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 1832266158 CO: INTUIT FINANCIN,1007,
12/24/2019,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 12/24/19 24755429358643582713809 Card 0001Merchant Category Code: 4900,280.71,
12/24/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,4862.41,
12/24/2019,Withdrawal ACH DISCOVER BANK/TYPE: PREARRANGE ID: 6510020271 DATA: DC FINOUT DPLSVCPAY CO: DISCOVER BANK,656.2,
12/24/2019,Deposit ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,,125.71
12/23/2019,Deposit Bulk/Checks 243.56 Check Count 1 Deposit Number 0000028,,243.56
12/21/2019,Withdrawal Cash,200,
12/21/2019,"Deposit Bulk/Checks 3,193.38 Check Count 1 Deposit Number 0000048",,3193.38
12/20/2019,Check 1865 Tracer 729400000584314,72,
12/20/2019,Check 1862 Tracer 729400000584313,480,
12/20/2019,"Deposit Bulk/Checks 3,171.73 Check Count 2 Deposit Number 0000019",,3171.73
12/19/2019,Check 1864 Tracer 729300000456693,1894,
12/19/2019,Check 1861 Tracer 000000000000000,1035,
12/18/2019,Check 1860 Tracer 729200000399579,1780,
12/18/2019,Check 1863 Tracer 000000000000000,1480,
12/18/2019,Withdrawal Transfer To Loan 00,200,
12/18/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 41604863 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
12/18/2019,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 2463467445 CO: INTUIT FINANCIN,1007,
12/17/2019,Check 1859 Tracer 729100000454489,550,
12/17/2019,Withdrawal ATM Fee/ATM Wells Fargo Ban 920 N. LAKELINE BLVD CEDAR PARK TX Card 2369Merchant Category Code: 6011,1,
12/17/2019,Withdrawal at ATM #935107733687/ATM Wells Fargo Ban 920 N. LAKELINE BLVD CEDAR PARK TX Card 2369Merchant Category Code: 6011,103,
12/17/2019,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,1000,
12/17/2019,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
12/17/2019,Withdrawal DEBIT CARD/FOUNTAIN OF LIFE CHURC 512-835-2635 TX Date 12/16/19 24687209350017044141437 Card 0001Merchant Category Code: 8661,1000,
12/16/2019,"Deposit Bulk/Checks 2,095.72 Check Count 1 Deposit Number 0000088",,2095.72
12/16/2019,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,1419.83,
12/16/2019,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
12/16/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,167.17,
12/16/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
12/16/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
12/16/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,22.24,
12/16/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,646.72
12/13/2019,"Deposit Bulk/Checks 5,685.29 Check Count 1 Deposit Number 0000018",,5685.29
12/12/2019,Check 1858 Tracer 728600000367483,1600,
12/12/2019,Withdrawal at ATM #934600007709/ATM UHCU River Place 10815 RR2222 AUSTIN TX Card 2369Merchant Category Code: 6011,20,
12/12/2019,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,102.87,
12/11/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,5473.68,
12/11/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 41437541 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
12/11/2019,Withdrawal ACH LEFT HAND DESIGN/TYPE: SALE ID: 9215986202 CO: LEFT HAND DESIGN,1623.75,
12/11/2019,Withdrawal ACH INTUIT FINANCIN/TYPE: PAYMENT ID: 2463467445 CO: INTUIT FINANCIN,1007,
12/10/2019,"Deposit Bulk/Checks 1,813.94 Check Count 1 Deposit Number 0000038",,1813.94
12/10/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.53,
12/10/2019,Deposit ACH Common Desk West/TYPE: Bill.com ID: 1204895317 CO: Common Desk West,,1407.25
12/10/2019,Deposit ACH Link Coworking/TYPE: Bill.com ID: 1204895317 CO: Link Coworking,,324.75
12/10/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,216.5
12/9/2019,Check 1856 Tracer 728300000663170,890,
12/9/2019,Withdrawal Cash,100,
12/9/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,95.23,
12/9/2019,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
12/9/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,2793.39
12/7/2019,Check 1852 Tracer 000000000000000,850,
12/7/2019,Recurring Withdrawal Bill Payment - #934123100071/BP FARMERS INS BILLING 877-327-6392 CA Card 0001 Merchant Category Code: 5960,672.97,
12/5/2019,Check 1855 Tracer 727900000416585,890,
12/5/2019,Check 1853 Tracer 727900000417331,480,
12/5/2019,Check 1851 Tracer 727900000416257,1050,
12/5/2019,"Deposit Bulk/Checks 1,260.04 Check Count 1 Deposit Number 0000041",,1260.04
12/5/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,813.65,
12/5/2019,Withdrawal DEBIT CARD/COSTCO WHSE #1152 CEDAR PARK TX Date 12/04/19 24431069339898000050644 Card 0001Merchant Category Code: 5300,205.07,
12/4/2019,Check 1854 Tracer 727800000471160,1280,
12/4/2019,Deposit Bulk/Checks 962.34 Check Count 1 Deposit Number 0000041,,962.34
12/4/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 41268887 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
12/3/2019,Check 1849 Tracer 727700000526831,550,
12/3/2019,Check 1850 Tracer 000000000000000,3200,
12/3/2019,Check 1857 Tracer 000000000000000,4575,
12/3/2019,"Deposit Bulk/Checks 2,673.00 Check Count 4 Deposit Number 0000038",,2673
12/3/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,9.54,
12/3/2019,Deposit ACH INTUIT FINANCING/TYPE: QBF LOAN ID: 1463467445 CO: INTUIT FINANCING,,25000
12/3/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,311.76
12/2/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,8614.16,
12/2/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 41173314 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
12/2/2019,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,1871.7,
12/2/2019,Withdrawal ACH WELLS FARGO BANK/TYPE: WFB ID: WFRETAIL01 DATA: 15:OTISRSF CO: WELLS FARGO BANK,972.3,
12/2/2019,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
12/2/2019,Withdrawal at ATM #933600006317/ATM UHCU CEDAR P-212113 1801 EAST WHITESTONE BL CEDAR PARK TX Card 2369Merchant Category Code: 6011,300,
11/30/2019,Withdrawal LOW BALANCE FEE,6,
11/30/2019,Withdrawal Cash,800,
11/30/2019,"Deposit Bulk/Checks 4,263.45 Check Count 3 Deposit Number 0000015",,4263.45
11/29/2019,Deposit by Check,,15334.15
11/29/2019,Deposit Bulk/Checks 497.95 Check Count 1 Deposit Number 0000010,,497.95
11/27/2019,Withdrawal Overdrawn ACH/ON DECK CAPITAL,34,
11/27/2019,Withdrawal ACH ATMOS ENERGY RCR/TYPE: UTIL PYMT ID: 9000000091 CO: ATMOS ENERGY RCR,188.76,
11/26/2019,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 11/26/19 24755429330643302900697 Card 0001Merchant Category Code: 4900,268.39,
11/22/2019,Check 1848 Tracer 726600000437767,330,
11/22/2019,Check 1845 Tracer 726600000438107,480,
11/22/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,5777.8,
11/22/2019,Withdrawal ACH DISCOVER BANK/TYPE: PREARRANGE ID: 6510020271 DATA: DC FINOUT DPLSVCPAY CO: DISCOVER BANK,656.2,
11/20/2019,Check 1843 Tracer 726400000320916,1408,
11/20/2019,"Deposit Bulk/Checks 3,000.00 Check Count 1 Deposit Number 0000024",,3000
11/20/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 40924298 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
11/19/2019,Check 1844 Tracer 726300000508595,550,
11/19/2019,Check 1846 Tracer 000000000000000,240,
11/19/2019,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,300,
11/19/2019,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,300,
11/19/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,46.4,
11/19/2019,Deposit ACH Common Desk West/TYPE: Bill.com ID: 1204895317 CO: Common Desk West,,2165
11/19/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1591.28
11/19/2019,Deposit ACH Link Coworking/TYPE: Bill.com ID: 1204895317 CO: Link Coworking,,822.7
11/18/2019,Check 1847 Tracer 726200000607123,320,
11/18/2019,Withdrawal Transfer To Loan 00,100,
11/18/2019,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
11/18/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,132.48,
11/18/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,3881.51
11/18/2019,"Deposit Bulk/Checks 3,193.38 Check Count 1 Deposit Number 0000022",,3193.38
11/15/2019,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
11/15/2019,Deposit Transfer From Loan 00,,849.54
11/15/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
11/15/2019,Deposit Transfer From Loan 00,,125.71
11/15/2019,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
11/15/2019,Deposit Transfer From Loan 00,,49.99
11/14/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,167.17,
11/14/2019,Deposit Transfer From Loan 00,,167.17
11/13/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 40755378 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
11/13/2019,Deposit Transfer From Loan 00,,116.39
11/12/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,4000,
11/12/2019,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,4000,
11/12/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,46.79,
11/12/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,1399.88
11/9/2019,Check 1840 Tracer 000000000000000,850,
11/8/2019,"Deposit Bulk/Checks 4,534.50 Check Count 2 Deposit Number 0000061",,4534.5
11/7/2019,Check 1835 Tracer 725100000368709,1536,
11/7/2019,Check 1833 Tracer 725100000368304,866,
11/7/2019,Recurring Withdrawal Bill Payment - #931124100930/BP FARMERS INS BILLING 877-327-6392 CA Card 0001 Merchant Category Code: 5960,672.97,
11/7/2019,Withdrawal ACH BCBS HEALTH HPS/TYPE: 8007928595 ID: 1361236610 CO: BCBS HEALTH HPS,1871.7,
11/7/2019,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
11/6/2019,Check 1832 Tracer 725000000418002,866,
11/6/2019,Deposit Bulk/Checks 533.58 Check Count 1 Deposit Number 0000040,,533.58
11/6/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 40593604 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
11/6/2019,Deposit ACH Common Desk West/TYPE: Bill.com ID: 1204895317 CO: Common Desk West,,2165
11/6/2019,Deposit ACH Link Coworking/TYPE: Bill.com ID: 1204895317 CO: Link Coworking,,649.5
11/5/2019,Check 1842 Tracer 724900000425382,2000,
11/5/2019,Check 1839 Tracer 724900000428275,576,
11/5/2019,Check 1834 Tracer 724900000426860,550,
11/5/2019,"Deposit Bulk/Checks 1,592.00 Check Count 4 Deposit Number 0000071",,1592
11/5/2019,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,688.65,
11/4/2019,Check 1838 Tracer 724800000625712,799,
11/4/2019,Check 1841 Tracer 000000000000000,1150,
11/3/2019,Withdrawal DEBIT CARD/TAQUERIA LA TAPATIA # 512-260-0800 TX Date 11/02/19 24692169307100598271090 Card 2369Merchant Category Code: 5812,30.17,
11/2/2019,Check 1836 Tracer 000000000000000,2568,
11/2/2019,Check 1837 Tracer 000000000000000,1865,
11/1/2019,Withdrawal ATM Fee/ATM H2O CAR WASH-500659 602 N BELL BLVD CEDAR PARK TX Card 2369Merchant Category Code: 6011,1,
11/1/2019,Withdrawal at ATM #930500005994/ATM H2O CAR WASH-500659 602 N BELL BLVD CEDAR PARK TX Card 2369Merchant Category Code: 6011,23.5,
11/1/2019,Deposit by Check,,14089.28
11/1/2019,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
11/1/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.53,
11/1/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,216.5
10/31/2019,Withdrawal LOW BALANCE FEE,6,
10/30/2019,Check 1829 Tracer 724300000373073,150,
10/30/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 40410596 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
10/30/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,6.53,
10/30/2019,Deposit ACH INTUIT PYMT SOLN/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT PYMT SOLN,,216.5
10/29/2019,Withdrawal ACH ATMOS ENERGY RCR/TYPE: UTIL PYMT ID: 9000000091 CO: ATMOS ENERGY RCR,23.6,
10/28/2019,Deposit Bulk/Checks 900.00 Check Count 1 Deposit Number 0000067,,900
10/28/2019,"Deposit Bulk/Checks 4,141.40 Check Count 2 Deposit Number 0000066",,4141.4
10/28/2019,Withdrawal ATM Fee/ATM H2O CAR WASH-500659 602 N BELL BLVD CEDAR PARK TX Card 2369Merchant Category Code: 6011,1,
10/28/2019,Withdrawal at ATM #930100005988/ATM H2O CAR WASH-500659 602 N BELL BLVD CEDAR PARK TX Card 2369Merchant Category Code: 6011,23.5,
10/25/2019,"Deposit Bulk/Checks 2,232.66 Check Count 1 Deposit Number 0000085",,2232.66
10/24/2019,Check 1824 Tracer 723700000349186,180,
10/24/2019,Deposit Transfer From Loan 00,,180
10/24/2019,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 10/24/19 24755429297642972976590 Card 0001Merchant Category Code: 4900,281.1,
10/24/2019,Deposit Transfer From Loan 00,,281.09
10/24/2019,Deposit ACH Bill.com/TYPE: Verify ID: 2204895317 CO: Bill.com,,0.01
10/23/2019,Withdrawal ACH ON DECK CAPITAL/TYPE: 40242001 ID: 1812295089 CO: ON DECK CAPITAL,2448.08,
10/23/2019,Deposit Transfer From Loan 00,,2448.08
10/22/2019,Check 1825 Tracer 723500000391570,528,
10/22/2019,Check 1819 Tracer 723500000391897,850,
10/22/2019,Deposit Transfer From Loan 00,,647.63
10/22/2019,Withdrawal ACH DISCOVER BANK/TYPE: PREARRANGE ID: 6510020271 DATA: DC FINOUT DPLSVCPAY CO: DISCOVER BANK,656.2,
10/21/2019,Check 1828 Tracer 723400000558324,2056.75,
10/18/2019,Check 1827 Tracer 723100000574572,1408,
10/18/2019,Check 1823 Tracer 000000000000000,735,
10/18/2019,Withdrawal Transfer To Loan 00,110,
10/17/2019,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
10/17/2019,Withdrawal ACH INTUIT PYMT SOLN/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT PYMT SOLN,96.73,
